,frete,avaliação_cliente,peso_gr,valor_pagamento,tempo_processamento,tempo_espera,entregue_no_prazo
82896,23.71,2,4150.0,222.71,1.0,14.0,0
82897,16.79,4,65.0,36.78,2.0,9.0,1
82898,18.3,3,550.0,47.29,3.0,9.0,1
82899,22.05,3,1330.0,566.05,2.0,9.0,1
82900,40.29,4,10700.0,169.29,1.0,9.0,1
82901,14.1,4,250.0,44.08,4.0,21.0,0
82902,12.53,5,300.0,161.53,0.0,6.0,1
82903,15.11,5,600.0,41.01,5.0,13.0,0
82904,19.5,2,281.0,204.5,4.0,10.0,1
82905,30.44,1,2425.0,177.43,3.0,30.0,0
82906,8.72,4,100.0,3.41,1.0,4.0,1
82907,8.72,4,100.0,18.28,1.0,4.0,1
82908,15.23,5,100.0,44.13,0.0,7.0,1
82909,25.63,5,400.0,63.62,2.0,21.0,0
82910,12.83,5,150.0,68.32,4.0,8.0,1
82911,23.31,5,1750.0,133.21,1.0,14.0,0
82912,15.1,5,450.0,32.0,1.0,21.0,0
82913,16.94,5,850.0,115.94,2.0,9.0,1
82914,34.77,5,563.0,173.77,1.0,15.0,0
82915,14.1,5,467.0,37.09,9.0,12.0,0
82916,8.51,5,283.0,188.5,2.0,4.0,1
82917,9.94,4,875.0,69.94,3.0,5.0,1
82918,12.51,4,300.0,157.51,2.0,11.0,0
82919,7.39,3,150.0,28.38,3.0,5.0,1
82920,15.3,4,600.0,75.2,1.0,9.0,1
82922,15.44,5,510.0,64.34,5.0,12.0,0
82923,21.53,5,7200.0,29.89,3.0,12.0,0
82924,21.53,5,7200.0,89.64,3.0,12.0,0
82926,33.67,5,2600.0,283.57,2.0,13.0,0
82927,9.51,5,1200.0,109.5,2.0,5.0,1
82928,8.29,5,450.0,38.78,1.0,2.0,1
82929,13.37,2,888.0,52.26,2.0,11.0,0
82930,10.96,5,200.0,53.95,1.0,6.0,1
82931,53.54,4,600.0,223.44,8.0,22.0,0
82932,14.1,5,600.0,49.09,0.0,3.0,1
82933,15.66,5,2250.0,130.66,0.0,5.0,1
82934,16.11,4,850.0,163.53,1.0,7.0,1
82937,16.79,5,236.0,66.78,2.0,23.0,0
82938,7.78,5,300.0,29.77,6.0,7.0,1
82940,12.6,5,700.0,26.84,1.0,9.0,1
82941,20.01,5,1350.0,130.01,2.0,14.0,0
82942,26.42,5,2525.0,1215.42,2.0,7.0,1
82943,26.24,5,9750.0,226.24,5.0,14.0,0
82944,29.82,5,8975.0,215.72,0.0,26.0,0
82945,9.37,5,650.0,89.27,0.0,4.0,1
82946,14.23,3,1000.0,82.13,1.0,7.0,1
82947,12.43,5,922.0,145.4,15.0,25.0,0
82948,23.06,5,2800.0,96.05,8.0,16.0,0
82949,8.88,5,950.0,131.64,5.0,9.0,1
82952,11.85,4,200.0,46.75,0.0,6.0,1
82953,21.01,5,150.0,100.91,3.0,11.0,0
82954,12.87,5,1400.0,42.86,1.0,6.0,1
82955,15.1,5,200.0,34.0,4.0,10.0,1
82956,23.2,4,3350.0,473.2,4.0,24.0,0
82957,33.98,3,3400.0,96.98,3.0,26.0,0
82958,58.69,3,6550.0,355.38,0.0,4.0,1
82960,18.35,2,4750.0,128.25,3.0,9.0,1
82961,35.86,5,1850.0,85.76,3.0,16.0,0
82962,16.6,5,1800.0,65.5,0.0,11.0,0
82963,9.28,5,1500.0,139.27,1.0,8.0,1
82964,33.14,5,8450.0,153.13,7.0,13.0,0
82965,20.18,4,1100.0,85.08,6.0,21.0,0
82966,15.23,4,250.0,29.13,5.0,14.0,0
82967,14.13,5,450.0,69.03,4.0,12.0,0
82968,21.63,4,9725.0,161.62,8.0,10.0,1
82969,11.62,5,1350.0,53.52,1.0,2.0,1
82970,16.11,5,450.0,48.01,4.0,18.0,0
82971,33.59,1,350.0,94.58,5.0,37.0,0
82972,15.23,5,250.0,39.13,4.0,8.0,1
82973,17.39,5,438.0,376.39,0.0,10.0,1
82974,16.83,5,250.0,71.83,1.0,10.0,1
82975,16.79,4,400.0,53.79,0.0,11.0,0
82977,25.26,5,7000.0,170.32,0.0,9.0,1
82979,14.13,5,7000.0,73.03,2.0,6.0,1
82980,22.06,5,288.0,25.0,0.0,14.0,0
82981,22.06,5,288.0,5.49,0.0,14.0,0
82982,22.06,5,288.0,5.07,0.0,14.0,0
82984,47.82,5,3700.0,101.82,2.0,18.0,0
82985,14.24,1,200.0,84.23,6.0,28.0,0
82986,17.63,1,1500.0,143.06,1.0,14.0,0
82988,62.63,4,16350.0,332.62,1.0,13.0,0
82989,9.51,5,650.0,38.41,0.0,2.0,1
82990,23.6,3,2300.0,138.5,3.0,15.0,0
82991,8.88,5,150.0,35.76,3.0,6.0,1
82994,18.83,4,1000.0,360.95,18.0,18.0,0
82995,7.46,5,250.0,36.46,0.0,2.0,1
82996,18.33,5,1650.0,12.75,0.0,6.0,1
82997,18.33,5,1650.0,80.58,0.0,6.0,1
82998,47.34,4,5450.0,88.34,0.0,16.0,0
82999,22.93,5,650.0,185.79,1.0,7.0,1
83002,7.78,5,200.0,82.09,3.0,4.0,1
83003,11.76,4,1500.0,91.66,1.0,3.0,1
83004,39.34,4,3550.0,143.71,2.0,9.0,1
83005,39.34,4,3550.0,13.63,2.0,9.0,1
83006,14.48,5,1400.0,121.38,1.0,13.0,0
83007,20.96,4,300.0,460.61,2.0,6.0,1
83008,14.81,4,200.0,164.71,2.0,13.0,0
83009,16.05,3,200.0,39.25,0.0,8.0,1
83010,17.0,5,1900.0,116.9,3.0,10.0,1
83011,21.23,3,11875.0,191.22,14.0,19.0,0
83012,70.76,4,3500.0,180.76,0.0,16.0,0
83013,18.0,5,6133.0,122.99,0.0,8.0,1
83014,23.78,4,2075.0,168.76,0.0,4.0,1
83015,19.19,5,1700.0,149.09,0.0,5.0,1
83016,23.03,3,1100.0,87.83,1.0,20.0,0
83017,15.1,3,200.0,29.0,3.0,16.0,0
83018,15.23,5,300.0,37.22,3.0,23.0,0
83019,15.1,4,775.0,62.35,1.0,7.0,1
83020,10.74,5,1000.0,200.74,2.0,7.0,1
83021,26.51,5,3000.0,642.02,2.0,22.0,0
83023,13.28,5,600.0,93.18,3.0,7.0,1
83024,17.67,1,1750.0,77.57,2.0,27.0,0
83025,24.82,5,3850.0,123.82,1.0,8.0,1
83026,19.32,1,1775.0,653.72,1.0,22.0,0
83027,87.23,5,7050.0,187.22,1.0,7.0,1
83028,16.08,5,150.0,155.98,3.0,6.0,1
83029,14.1,2,200.0,19.74,2.0,8.0,1
83030,14.1,2,200.0,33.35,2.0,8.0,1
83031,15.1,2,125.0,70.0,3.0,18.0,0
83033,43.71,5,11375.0,669.71,1.0,20.0,0
83034,18.11,5,500.0,497.91,2.0,12.0,0
83035,16.39,5,250.0,106.38,2.0,15.0,0
83036,13.37,2,900.0,140.16,2.0,9.0,1
83042,102.57,5,14800.0,282.47,1.0,9.0,1
83043,7.53,5,200.0,100.0,1.0,2.0,1
83044,7.53,5,200.0,55.06,1.0,2.0,1
83045,7.53,5,200.0,50.0,1.0,2.0,1
83049,11.19,1,650.0,274.82,2.0,17.0,0
83050,25.73,1,1950.0,274.82,2.0,17.0,0
83051,14.64,5,523.0,81.54,0.0,4.0,1
83052,9.94,5,500.0,258.94,0.0,3.0,1
83053,12.69,4,1200.0,62.68,0.0,8.0,1
83054,16.53,5,500.0,126.48,2.0,19.0,0
83055,11.92,5,250.0,71.82,8.0,14.0,0
83056,7.39,4,825.0,109.14,1.0,3.0,1
83059,11.85,4,350.0,39.75,1.0,12.0,0
83060,17.55,5,700.0,157.54,0.0,21.0,0
83061,15.83,5,200.0,150.89,0.0,12.0,0
83062,15.1,5,1050.0,110.0,3.0,12.0,0
83064,10.96,5,100.0,37.86,0.0,2.0,1
83065,18.89,1,335.0,163.89,2.0,10.0,1
83066,12.43,5,1850.0,82.43,6.0,7.0,1
83067,20.98,3,2500.0,90.88,5.0,12.0,0
83068,16.34,5,434.0,69.33,0.0,6.0,1
83069,15.83,1,500.0,70.82,3.0,6.0,1
83070,15.83,1,500.0,100.0,3.0,6.0,1
83071,18.73,3,645.0,917.73,6.0,20.0,0
83072,13.21,5,2700.0,142.7,1.0,4.0,1
83074,15.1,5,100.0,43.59,1.0,15.0,0
83075,18.23,2,325.0,241.1,13.0,19.0,0
83080,17.66,4,850.0,75.66,1.0,8.0,1
83081,142.47,1,15350.0,779.77,2.0,37.0,0
83082,47.8,5,8400.0,645.8,0.0,3.0,1
83083,15.67,5,400.0,99.98,2.0,17.0,0
83084,15.67,5,400.0,45.59,2.0,17.0,0
83085,7.65,4,250.0,63.65,0.0,1.0,1
83086,16.47,5,2800.0,166.33,3.0,10.0,1
83087,16.46,5,250.0,166.33,3.0,10.0,1
83088,17.65,3,1400.0,74.64,1.0,12.0,0
83089,15.8,5,150.0,331.4,1.0,22.0,0
83091,18.19,5,3300.0,127.19,0.0,11.0,0
83092,18.09,5,1600.0,137.99,3.0,11.0,0
83093,9.34,4,588.0,79.33,1.0,2.0,1
83094,38.25,4,875.0,138.15,1.0,24.0,0
83095,14.22,1,100.0,125.44,1.0,11.0,0
83096,7.11,1,150.0,125.44,1.0,11.0,0
83098,20.71,1,2700.0,381.22,2.0,29.0,0
83100,18.51,4,467.0,108.21,6.0,9.0,1
83101,13.92,5,7900.0,93.82,0.0,8.0,1
83102,11.15,4,1500.0,61.15,2.0,3.0,1
83103,41.9,5,2600.0,1391.89,2.0,14.0,0
83104,17.06,4,125.0,28.95,5.0,10.0,1
83105,23.71,4,900.0,153.61,0.0,15.0,0
83106,14.52,5,300.0,118.26,1.0,8.0,1
83109,14.79,3,300.0,163.79,0.0,4.0,1
83110,19.05,5,800.0,296.2,4.0,14.0,0
83112,41.79,5,9650.0,241.69,1.0,11.0,0
83113,16.28,4,500.0,91.18,9.0,16.0,0
83114,13.43,4,1500.0,63.33,5.0,12.0,0
83115,17.73,3,200.0,77.72,4.0,28.0,0
83116,19.28,4,300.0,368.28,1.0,13.0,0
83117,20.8,4,100.0,48.48,2.0,10.0,1
83118,34.95,5,9400.0,634.94,3.0,18.0,0
83119,14.1,5,1300.0,42.03,4.0,18.0,0
83120,13.81,4,2000.0,126.81,6.0,17.0,0
83121,20.06,5,350.0,299.96,4.0,7.0,1
83122,14.15,5,3300.0,94.15,2.0,5.0,1
83123,13.57,5,7000.0,92.57,5.0,18.0,0
83124,87.54,5,15100.0,1201.08,1.0,8.0,1
83125,87.54,5,15100.0,41.46,1.0,8.0,1
83126,15.52,1,1000.0,1482.24,4.0,11.0,0
83138,25.63,5,200.0,50.53,6.0,14.0,0
83139,34.46,4,1600.0,133.46,2.0,21.0,0
83140,13.56,5,550.0,63.46,4.0,7.0,1
83141,16.18,1,1000.0,152.16,1.0,5.0,1
83142,16.18,1,1275.0,152.16,1.0,5.0,1
83143,0.0,4,584.0,499.5,5.0,10.0,1
83148,7.92,5,207.0,89.91,2.0,5.0,1
83149,18.09,5,1400.0,138.08,1.0,7.0,1
83150,15.1,5,150.0,60.7,3.0,16.0,0
83151,15.91,4,1200.0,115.9,1.0,4.0,1
83152,15.1,4,100.0,43.6,4.0,22.0,0
83154,18.24,4,150.0,38.14,0.0,6.0,1
83155,39.06,1,10700.0,419.06,0.0,5.0,1
83156,27.11,4,950.0,218.47,14.0,21.0,0
83157,2.71,4,1100.0,218.47,14.0,21.0,0
83158,36.27,1,2050.0,344.34,6.0,28.0,0
83159,36.27,1,2100.0,344.34,6.0,28.0,0
83160,25.61,4,1750.0,135.51,2.0,17.0,0
83161,22.8,4,5900.0,81.77,5.0,11.0,0
83162,22.8,4,5900.0,38.37,5.0,11.0,0
83163,22.8,4,5900.0,30.59,5.0,11.0,0
83164,22.8,4,5900.0,23.15,5.0,11.0,0
83165,22.8,4,5900.0,73.76,5.0,11.0,0
83166,22.8,4,5900.0,34.73,5.0,11.0,0
83167,22.8,4,5900.0,36.38,5.0,11.0,0
83168,22.8,4,5900.0,11.57,5.0,11.0,0
83169,22.8,4,5900.0,36.88,5.0,11.0,0
83170,22.8,4,5900.0,19.84,5.0,11.0,0
83171,22.8,4,5900.0,20.17,5.0,11.0,0
83172,22.8,4,5900.0,18.19,5.0,11.0,0
83185,27.09,5,4600.0,136.99,2.0,10.0,1
83186,49.56,4,3950.0,199.56,2.0,13.0,0
83187,9.34,5,950.0,39.24,0.0,1.0,1
83188,7.78,5,200.0,66.78,0.0,3.0,1
83189,17.09,5,200.0,39.41,7.0,12.0,0
83190,8.29,4,375.0,27.19,0.0,3.0,1
83191,17.82,5,8100.0,503.86,5.0,7.0,1
83192,17.82,5,8100.0,423.96,5.0,7.0,1
83193,17.06,5,3450.0,46.96,1.0,13.0,0
83194,12.07,5,1700.0,151.97,2.0,4.0,1
83195,7.39,5,200.0,22.29,3.0,6.0,1
83196,19.21,3,5400.0,158.21,4.0,23.0,0
83197,23.54,5,2650.0,128.54,1.0,7.0,1
83198,15.79,5,350.0,129.58,3.0,17.0,0
83200,29.3,3,450.0,318.3,0.0,11.0,0
83201,16.84,3,450.0,265.84,0.0,8.0,1
83202,24.34,5,1533.0,194.24,3.0,12.0,0
83203,13.64,5,4800.0,118.64,4.0,4.0,1
83204,14.44,5,650.0,123.88,2.0,7.0,1
83205,14.44,5,6450.0,123.88,2.0,7.0,1
83206,51.82,4,5875.0,330.82,9.0,18.0,0
83207,18.14,5,1900.0,145.14,3.0,8.0,1
83208,7.88,4,250.0,97.87,2.0,5.0,1
83209,12.83,5,800.0,82.73,2.0,11.0,0
83211,13.37,1,1650.0,126.54,3.0,11.0,0
83213,42.47,5,1900.0,100.47,1.0,16.0,0
83214,7.78,5,50.0,11.63,10.0,11.0,0
83215,15.17,2,300.0,110.14,2.0,16.0,0
83216,15.17,2,200.0,110.14,2.0,16.0,0
83217,15.79,5,150.0,43.69,7.0,22.0,0
83219,14.73,5,738.0,147.71,2.0,10.0,1
83220,14.73,5,1250.0,147.71,2.0,10.0,1
83221,14.52,5,200.0,38.42,0.0,11.0,0
83223,16.11,1,400.0,45.11,6.0,32.0,0
83224,8.88,5,950.0,60.37,5.0,7.0,1
83225,37.32,5,217.0,127.32,1.0,8.0,1
83226,46.34,5,7000.0,196.24,1.0,7.0,1
83227,8.67,5,700.0,137.67,1.0,2.0,1
83228,15.1,5,100.0,26.0,5.0,15.0,0
83229,7.78,4,150.0,57.68,5.0,7.0,1
83230,14.1,5,300.0,42.09,7.0,10.0,1
83231,28.55,5,6600.0,346.45,1.0,7.0,1
83232,10.66,5,250.0,59.66,0.0,18.0,0
83233,11.85,5,150.0,63.5,1.0,7.0,1
83235,17.06,4,200.0,51.06,2.0,23.0,0
83236,15.27,5,250.0,70.27,0.0,6.0,1
83237,49.07,1,10850.0,465.21,1.0,19.0,0
83238,22.65,1,950.0,465.21,1.0,19.0,0
83241,12.23,5,1225.0,83.33,1.0,3.0,1
83242,32.22,4,8150.0,202.12,7.0,16.0,0
83243,13.46,5,311.0,293.46,1.0,7.0,1
83244,11.54,5,975.0,410.54,0.0,1.0,1
83245,15.1,2,250.0,53.1,1.0,30.0,0
83246,14.1,4,900.0,61.0,17.0,23.0,0
83247,14.52,5,2000.0,107.04,3.0,7.0,1
83250,8.03,5,200.0,236.7,4.0,7.0,1
83252,14.33,4,3600.0,100.3,1.0,5.0,1
83253,19.15,5,400.0,53.05,1.0,6.0,1
83254,18.27,5,450.0,43.17,0.0,7.0,1
83255,22.13,4,150.0,51.03,1.0,13.0,0
83256,18.23,5,75.0,63.23,1.0,5.0,1
83257,47.76,4,7625.0,197.66,4.0,10.0,1
83258,15.1,5,440.0,45.09,2.0,20.0,0
83259,13.44,4,950.0,72.99,3.0,7.0,1
83260,15.1,1,150.0,74.0,1.0,23.0,0
83262,15.7,5,400.0,151.7,0.0,8.0,1
83263,35.87,1,400.0,229.74,0.0,10.0,1
83265,12.79,5,600.0,76.79,2.0,6.0,1
83266,9.34,4,529.0,58.74,2.0,7.0,1
83267,33.39,5,8350.0,168.29,5.0,14.0,0
83268,16.45,5,750.0,85.45,2.0,8.0,1
83269,18.23,5,350.0,48.23,0.0,10.0,1
83270,18.23,5,150.0,24.23,1.0,21.0,0
83271,15.3,5,300.0,94.3,1.0,7.0,1
83272,8.88,5,5446.0,228.78,4.0,5.0,1
83273,20.69,5,600.0,80.59,2.0,13.0,0
83274,8.91,5,1813.0,88.9,2.0,6.0,1
83275,13.47,4,150.0,32.37,0.0,9.0,1
83276,11.85,5,100.0,36.35,2.0,15.0,0
83277,21.32,1,750.0,198.44,1.0,9.0,1
83278,21.32,1,8400.0,198.44,1.0,9.0,1
83279,7.78,2,150.0,47.77,2.0,28.0,0
83280,81.79,5,2555.0,181.69,2.0,9.0,1
83281,15.56,5,600.0,51.46,0.0,14.0,0
83282,36.9,1,900.0,455.38,4.0,9.0,1
83283,1.48,1,100.0,455.38,4.0,9.0,1
83284,20.8,5,88.0,59.8,2.0,17.0,0
83285,10.88,5,1250.0,110.78,2.0,6.0,1
83286,23.28,3,850.0,57.18,2.0,31.0,0
83287,18.99,5,100.0,78.89,0.0,2.0,1
83288,16.85,3,610.0,4.03,1.0,24.0,0
83289,16.85,3,610.0,167.82,1.0,24.0,0
83290,10.96,5,150.0,50.86,3.0,8.0,1
83291,16.11,3,500.0,46.01,0.0,5.0,1
83292,22.49,5,318.0,102.48,1.0,9.0,1
83293,12.03,1,1700.0,112.02,10.0,17.0,0
83294,12.74,5,750.0,69.71,2.0,5.0,1
83295,12.96,5,150.0,55.96,5.0,10.0,1
83296,11.85,5,300.0,26.35,2.0,8.0,1
83297,18.99,5,800.0,67.13,5.0,7.0,1
83298,14.08,3,450.0,105.96,4.0,12.0,0
83300,17.88,5,1500.0,215.56,1.0,9.0,1
83302,14.69,5,1175.0,100.59,4.0,21.0,0
83303,14.31,5,1400.0,25.0,0.0,5.0,1
83305,14.31,5,1400.0,47.21,0.0,5.0,1
83306,11.85,5,200.0,24.84,3.0,6.0,1
83307,21.18,5,7850.0,64.18,3.0,3.0,1
83308,24.9,3,2000.0,124.8,6.0,18.0,0
83309,12.48,5,441.0,81.48,3.0,5.0,1
83310,14.1,4,3000.0,63.1,3.0,22.0,0
83311,15.1,5,200.0,39.09,6.0,16.0,0
83312,11.77,5,300.0,177.77,0.0,9.0,1
83313,18.75,1,3175.0,143.65,1.0,35.0,0
83314,7.78,4,250.0,56.78,0.0,2.0,1
83315,22.06,5,150.0,61.96,3.0,14.0,0
83316,15.27,1,350.0,71.26,15.0,22.0,0
83318,14.52,5,400.0,32.15,1.0,9.0,1
83321,44.31,5,11750.0,604.3,1.0,6.0,1
83322,11.85,5,100.0,36.84,3.0,7.0,1
83323,19.32,5,450.0,35.82,0.0,6.0,1
83324,24.67,5,1800.0,91.66,0.0,10.0,1
83325,34.86,1,400.0,186.86,0.0,25.0,0
83326,22.59,5,425.0,147.84,1.0,32.0,0
83327,21.64,5,150.0,155.14,3.0,16.0,0
83328,15.7,4,950.0,85.6,9.0,19.0,0
83329,18.3,5,550.0,78.2,13.0,26.0,0
83330,65.58,5,1850.0,180.57,0.0,11.0,0
83331,16.67,5,1200.0,146.27,1.0,15.0,0
83332,15.11,5,8250.0,161.01,2.0,8.0,1
83333,17.26,4,1650.0,67.16,2.0,7.0,1
83334,45.12,5,6550.0,194.12,2.0,13.0,0
83335,20.02,4,2600.0,95.02,1.0,9.0,1
83336,14.24,5,1450.0,84.14,0.0,5.0,1
83337,25.73,4,3850.0,124.73,0.0,6.0,1
83338,15.1,4,217.0,50.09,4.0,23.0,0
83339,18.3,4,1950.0,168.2,0.0,10.0,1
83340,37.26,5,1100.0,118.26,0.0,12.0,0
83341,60.49,4,350.0,122.48,13.0,26.0,0
83344,15.1,4,300.0,40.09,6.0,14.0,0
83345,34.12,5,16300.0,303.12,2.0,5.0,1
83346,25.63,4,280.0,31.63,1.0,23.0,0
83347,14.1,5,150.0,24.6,3.0,18.0,0
83348,26.53,2,430.0,205.53,2.0,30.0,0
83349,18.23,3,400.0,58.2,1.0,6.0,1
83350,8.36,4,400.0,37.26,7.0,8.0,1
83351,13.6,5,103.0,163.02,5.0,17.0,0
83353,20.31,5,2950.0,199.31,2.0,7.0,1
83354,14.72,5,600.0,93.72,3.0,12.0,0
83355,11.73,4,1200.0,61.63,2.0,9.0,1
83356,16.52,5,1000.0,124.52,4.0,15.0,0
83357,15.23,5,250.0,26.22,1.0,11.0,0
83358,22.28,4,213.0,72.48,14.0,35.0,0
83359,16.84,3,300.0,216.74,3.0,24.0,0
83360,23.43,5,1200.0,113.42,0.0,6.0,1
83361,39.68,1,16650.0,1163.25,13.0,14.0,0
83366,7.78,5,150.0,20.77,0.0,1.0,1
83367,58.76,5,6550.0,187.76,3.0,11.0,0
83369,11.73,4,4800.0,60.73,2.0,7.0,1
83370,22.14,5,214.0,671.31,15.0,21.0,0
83371,17.06,1,300.0,66.96,1.0,14.0,0
83372,10.96,5,350.0,71.72,8.0,12.0,0
83374,18.03,5,550.0,83.93,1.0,5.0,1
83375,19.2,3,200.0,208.2,1.0,27.0,0
83376,15.1,5,200.0,33.1,11.0,22.0,0
83377,14.1,5,300.0,36.09,0.0,8.0,1
83378,8.29,5,850.0,78.28,1.0,3.0,1
83379,33.54,3,11800.0,213.5,13.0,21.0,0
83380,28.04,5,2125.0,224.84,2.0,9.0,1
83381,19.79,1,1850.0,98.79,2.0,14.0,0
83382,27.53,5,8500.0,167.53,1.0,7.0,1
83383,19.22,2,8750.0,579.22,1.0,2.0,1
83385,13.81,4,3500.0,153.8,7.0,8.0,1
83386,13.08,5,2600.0,88.08,2.0,5.0,1
83387,15.59,5,250.0,115.58,1.0,21.0,0
83388,15.72,4,300.0,104.72,0.0,13.0,0
83389,13.44,4,1650.0,73.34,2.0,12.0,0
83390,38.27,5,1200.0,137.27,0.0,3.0,1
83391,8.88,5,750.0,36.78,6.0,7.0,1
83392,11.74,5,3600.0,61.64,1.0,8.0,1
83393,27.38,5,650.0,146.88,1.0,8.0,1
83394,15.33,4,173.0,98.13,8.0,20.0,0
83395,20.61,5,3750.0,409.61,2.0,17.0,0
83396,37.04,2,250.0,69.94,17.0,41.0,0
83397,16.98,3,625.0,121.88,1.0,17.0,0
83399,12.87,5,500.0,42.86,0.0,3.0,1
83400,15.1,3,300.0,40.09,1.0,12.0,0
83401,18.34,1,250.0,140.91,0.0,1.0,1
83402,3.67,1,50.0,140.91,0.0,1.0,1
83403,23.79,3,7000.0,82.69,1.0,32.0,0
83405,25.59,5,3100.0,132.59,3.0,11.0,0
83406,14.44,5,1450.0,64.34,1.0,13.0,0
83407,16.11,5,500.0,66.11,2.0,17.0,0
83408,38.93,5,600.0,133.83,0.0,7.0,1
83409,16.08,5,2438.0,168.88,3.0,7.0,1
83411,26.59,5,12250.0,256.59,2.0,6.0,1
83412,15.36,5,3050.0,285.26,2.0,5.0,1
83413,19.49,5,900.0,94.39,2.0,10.0,1
83414,26.43,5,2750.0,193.29,3.0,7.0,1
83417,18.81,5,2100.0,1303.5,4.0,6.0,1
83418,18.8,5,15800.0,1303.5,4.0,6.0,1
83419,15.45,5,583.0,115.44,2.0,9.0,1
83420,22.03,4,3300.0,242.03,3.0,13.0,0
83421,16.18,5,800.0,76.17,1.0,8.0,1
83422,13.61,5,400.0,36.1,1.0,3.0,1
83423,18.92,5,217.0,250.0,0.0,19.0,0
83424,18.92,5,217.0,123.82,0.0,19.0,0
83425,20.02,5,2600.0,95.02,1.0,16.0,0
83426,13.75,5,225.0,10.88,1.0,18.0,0
83427,13.75,5,225.0,72.77,1.0,18.0,0
83428,7.39,5,50.0,26.38,5.0,7.0,1
83429,15.1,5,200.0,55.0,3.0,6.0,1
83430,17.54,5,1750.0,833.08,15.0,27.0,0
83432,15.63,5,300.0,75.53,0.0,6.0,1
83433,16.18,3,800.0,76.08,1.0,15.0,0
83434,13.77,5,2600.0,108.77,5.0,7.0,1
83435,29.28,1,7100.0,927.28,0.0,9.0,1
83436,17.37,1,900.0,177.27,24.0,30.0,0
83437,34.15,5,240.0,222.15,3.0,16.0,0
83440,18.25,5,650.0,71.25,2.0,25.0,0
83441,8.72,4,150.0,54.62,6.0,8.0,1
83442,21.17,5,1800.0,288.51,3.0,9.0,1
83445,29.31,4,900.0,159.21,2.0,19.0,0
83446,16.11,5,400.0,55.11,3.0,14.0,0
83447,16.95,3,250.0,66.85,6.0,23.0,0
83448,7.74,5,150.0,87.64,1.0,2.0,1
83449,14.1,1,150.0,113.0,6.0,13.0,0
83450,14.1,1,300.0,113.0,6.0,13.0,0
83451,16.31,4,1075.0,95.21,0.0,11.0,0
83452,42.27,5,6250.0,1061.76,3.0,10.0,1
83454,15.1,4,125.0,44.0,7.0,20.0,0
83455,7.78,5,300.0,28.26,5.0,7.0,1
83457,15.1,5,200.0,50.1,3.0,10.0,1
83458,12.69,5,700.0,37.44,2.0,6.0,1
83459,10.65,3,550.0,170.85,0.0,7.0,1
83460,21.3,3,7000.0,170.85,0.0,7.0,1
83461,12.69,5,900.0,61.59,4.0,8.0,1
83462,15.45,5,200.0,115.35,8.0,15.0,0
83463,11.15,5,5200.0,71.05,5.0,7.0,1
83464,12.93,1,1150.0,82.83,1.0,25.0,0
83465,64.14,5,6550.0,174.13,0.0,10.0,1
83466,22.89,5,150.0,57.79,1.0,6.0,1
83467,7.78,4,350.0,54.77,1.0,2.0,1
83468,42.3,4,7225.0,111.3,0.0,11.0,0
83469,14.52,4,600.0,49.05,0.0,19.0,0
83470,14.52,4,600.0,2.37,0.0,19.0,0
83471,15.93,5,200.0,267.93,4.0,16.0,0
83472,19.14,2,700.0,71.35,1.0,5.0,1
83473,7.73,2,226.0,71.35,1.0,5.0,1
83474,36.82,5,4650.0,246.81,2.0,9.0,1
83475,19.2,3,533.0,169.1,0.0,27.0,0
83476,8.29,2,300.0,26.29,0.0,4.0,1
83477,16.74,3,225.0,126.74,0.0,15.0,0
83478,14.64,1,1100.0,109.17,1.0,6.0,1
83479,14.64,1,200.0,109.17,1.0,6.0,1
83480,21.22,3,500.0,131.17,0.0,19.0,0
83481,14.52,5,200.0,35.42,2.0,5.0,1
83482,36.5,3,933.0,205.4,3.0,14.0,0
83483,20.25,5,4350.0,150.15,4.0,9.0,1
83484,9.27,5,214.0,34.76,1.0,5.0,1
83485,19.99,4,3450.0,152.79,1.0,9.0,1
83486,21.88,5,4338.0,220.88,2.0,17.0,0
83487,13.65,5,1850.0,207.28,4.0,10.0,1
83488,13.65,5,1350.0,207.28,4.0,10.0,1
83489,22.27,3,9750.0,227.27,2.0,20.0,0
83490,10.96,1,200.0,63.72,3.0,6.0,1
83492,13.3,5,400.0,136.29,4.0,10.0,1
83494,20.75,5,2238.0,520.65,1.0,10.0,1
83495,20.8,1,100.0,111.58,1.0,11.0,0
83497,16.44,5,4100.0,336.34,0.0,3.0,1
83498,15.13,2,200.0,69.12,2.0,22.0,0
83499,8.72,4,600.0,38.71,1.0,5.0,1
83500,15.69,5,550.0,84.69,1.0,8.0,1
83501,7.39,3,125.0,21.16,3.0,4.0,1
83502,12.11,5,1400.0,94.22,4.0,17.0,0
83504,25.26,4,3500.0,85.25,3.0,11.0,0
83505,13.9,1,1350.0,139.8,0.0,10.0,1
83506,12.74,5,750.0,69.71,1.0,4.0,1
83507,12.01,5,300.0,211.91,2.0,5.0,1
83508,16.88,1,450.0,176.65,5.0,43.0,0
83510,3.05,1,100.0,127.45,1.0,4.0,1
83511,67.7,1,775.0,127.45,1.0,4.0,1
83512,20.09,5,5950.0,133.09,1.0,8.0,1
83513,27.75,1,350.0,94.74,2.0,6.0,1
83514,18.98,5,800.0,118.88,4.0,12.0,0
83515,24.86,5,9550.0,103.86,4.0,11.0,0
83516,20.13,1,8100.0,199.13,1.0,36.0,0
83517,18.08,1,900.0,90.98,3.0,14.0,0
